code,title,campus,semester,year
PHARM 7022EX,Research Project in Addictions,External,Trimester 1,2015
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 2,2015
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 1,2015
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2015
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 1,2015
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2015
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 2,2015
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 1,2015
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2015
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 2,2015
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2015
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2015
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 2,2015
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 1,2015
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 2,2015
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2015
PHARM 7520EX,Addiction Policies,External,Trimester 1,2015
PHARM 7520EX,Addiction Policies,External,Trimester 3,2015
PHARM 7520EX,Addiction Policies,External,Trimester 2,2015
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 2,2015
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2015
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 1,2015
PHARM 7522EX,Research Project in Addictions,External,Trimester 2,2015
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2015
PHARM 7522EX,Research Project in Addictions,External,Trimester 1,2015
PHARM 7008AEX,Alcohol and Drug Studies Dissertation P/T Part 1,External,Semester 1,2014
PHARM 7008AEX,Alcohol and Drug Studies Dissertation P/T Part 1,External,Semester 2,2014
PHARM 7008BEX,Alcohol and Drug Studies Dissertation P/T Part 2,External,Semester 1,2014
PHARM 7008BEX,Alcohol and Drug Studies Dissertation P/T Part 2,External,Semester 2,2014
PHARM 7009AEX,Alcohol & Drug Studies Dissertation (F/T) Part 1,External,Semester 1,2014
PHARM 7009AEX,Alcohol & Drug Studies Dissertation (F/T) Part 1,External,Semester 2,2014
PHARM 7009BEX,Alcohol & Drug Studies Dissertation (F/T) Part 2,External,Semester 1,2014
PHARM 7009BEX,Alcohol & Drug Studies Dissertation (F/T) Part 2,External,Semester 2,2014
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2014
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2014
PHARM 7013EX,Issues in Drug Policy and Management,External,Semester 1,2014
PHARM 7014EX,Contemporary Research in Alcohol & Other Drugs,External,Semester 2,2014
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 1,2014
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 3,2014
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 2,2014
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 1,2014
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 2,2014
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2014
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 2,2014
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2014
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 1,2014
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2014
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2014
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 2,2014
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2014
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 2,2014
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 1,2014
PHARM 7020EX,Addiction Policies,External,Trimester 2,2014
PHARM 7020EX,Addiction Policies,External,Trimester 3,2014
PHARM 7020EX,Addiction Policies,External,Trimester 1,2014
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 2,2014
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 1,2014
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 3,2014
PHARM 7022EX,Research Project in Addictions,External,Trimester 2,2014
PHARM 7022EX,Research Project in Addictions,External,Trimester 3,2014
PHARM 7022EX,Research Project in Addictions,External,Trimester 1,2014
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2014
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 1,2014
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 2,2014
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 2,2014
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2014
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 1,2014
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 1,2014
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 2,2014
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2014
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 2,2014
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2014
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2014
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 1,2014
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2014
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 2,2014
PHARM 7520EX,Addiction Policies,External,Trimester 3,2014
PHARM 7520EX,Addiction Policies,External,Trimester 1,2014
PHARM 7520EX,Addiction Policies,External,Trimester 2,2014
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 2,2014
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 1,2014
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2014
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2014
PHARM 7522EX,Research Project in Addictions,External,Trimester 1,2014
PHARM 7522EX,Research Project in Addictions,External,Trimester 2,2014
PSYCHOL 6500OL,Foundations of Psychology,Online,Online Teaching 6,2019
PSYCHOL 6503OL,Psychological Health & Wellbeing,Online,Online Teaching 6,2019
PSYCHOL 7130,Evidence-based Practice,North Terrace Campus,Summer,2019
PSYCHOL 7131,Interviewing & Intervention,North Terrace Campus,Summer,2019
PSYCHOL 7131,Interviewing & Intervention,North Terrace Campus,Semester 1,2019
PSYCHOL 7132,Psychological Assessment,North Terrace Campus,Semester 1,2019
PSYCHOL 7133,Abnormal Psychology,North Terrace Campus,Semester 1,2019
PSYCHOL 7134,Health Psychology,North Terrace Campus,Semester 2,2019
PSYCHOL 7135,Clinical Neuropsychology & Disability,North Terrace Campus,Semester 1,2019
PSYCHOL 7136,Advanced Child & Adult Intervention,North Terrace Campus,Semester 2,2019
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Semester 1,2019
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Summer,2019
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Winter,2019
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Semester 2,2019
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Summer,2019
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Semester 2,2019
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Semester 1,2019
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Winter,2019
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Semester 1,2019
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Winter,2019
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Semester 2,2019
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Summer,2019
PSYCHOL 7144,Research Project in Clinical Psychology I,North Terrace Campus,Semester 2,2019
PSYCHOL 7144,Research Project in Clinical Psychology I,North Terrace Campus,Semester 1,2019
PSYCHOL 7145,Research Project in Clinical Psychology II,North Terrace Campus,Semester 1,2019
PSYCHOL 7145,Research Project in Clinical Psychology II,North Terrace Campus,Semester 2,2019
PSYCHOL 7230,Evidence-based Practice,North Terrace Campus,Summer,2019
PSYCHOL 7231,Interviewing & Intervention,North Terrace Campus,Summer,2019
PSYCHOL 7231,Interviewing & Intervention,North Terrace Campus,Semester 1,2019
PSYCHOL 7232,Psychological Assessment,North Terrace Campus,Semester 1,2019
PSYCHOL 7233,Abnormal Psychology,North Terrace Campus,Semester 1,2019
PSYCHOL 7234,Health Psychology,North Terrace Campus,Semester 2,2019
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Winter,2019
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Summer,2019
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Semester 1,2019
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Semester 2,2019
PSYCHOL 7241,Master of Psychology (Health) Placement I,North Terrace Campus,Semester 1,2019
PSYCHOL 7241,Master of Psychology (Health) Placement I,North Terrace Campus,Semester 2,2019
PSYCHOL 7241,Master of Psychology (Health) Placement I,North Terrace Campus,Summer,2019
PSYCHOL 7241,Master of Psychology (Health) Placement I,North Terrace Campus,Winter,2019
PSYCHOL 7243,Master of Psychology (Health) Placement III,North Terrace Campus,Summer,2019
PSYCHOL 7243,Master of Psychology (Health) Placement III,North Terrace Campus,Semester 2,2019
PSYCHOL 7243,Master of Psychology (Health) Placement III,North Terrace Campus,Semester 1,2019
PSYCHOL 7243,Master of Psychology (Health) Placement III,North Terrace Campus,Winter,2019
PSYCHOL 7244,Research Project in Health Psychology I,North Terrace Campus,Semester 2,2019
PSYCHOL 7244,Research Project in Health Psychology I,North Terrace Campus,Semester 1,2019
PSYCHOL 7245,Research Project in Health Psychology II,North Terrace Campus,Semester 2,2019
PSYCHOL 7245,Research Project in Health Psychology II,North Terrace Campus,Semester 1,2019
PSYCHOL 7330,Evidence-based Practice,North Terrace Campus,Summer,2019
PSYCHOL 7331,Professional Practice,North Terrace Campus,Semester 1,2019
PSYCHOL 7331,Professional Practice,North Terrace Campus,Summer,2019
PSYCHOL 7332,Psychological Assessment,North Terrace Campus,Semester 1,2019
PSYCHOL 7333,Organisational Behaviour & Management,North Terrace Campus,Semester 1,2019
PSYCHOL 7334,Human Resource Management,North Terrace Campus,Semester 1,2019
PSYCHOL 7335,Contemporary Organisational Psychology,North Terrace Campus,Semester 2,2019
PSYCHOL 7336,Human Factors,North Terrace Campus,Semester 2,2019
PSYCHOL 7340,Master of Psychology (O&HF) Placement II,North Terrace Campus,Winter,2019
PSYCHOL 7340,Master of Psychology (O&HF) Placement II,North Terrace Campus,Semester 2,2019
PSYCHOL 7340,Master of Psychology (O&HF) Placement II,North Terrace Campus,Semester 1,2019
PSYCHOL 7340,Master of Psychology (O&HF) Placement II,North Terrace Campus,Summer,2019
PSYCHOL 7341,Master of Psychology (O&HF) Placement I,North Terrace Campus,Semester 2,2019
PSYCHOL 7341,Master of Psychology (O&HF) Placement I,North Terrace Campus,Summer,2019
PSYCHOL 7341,Master of Psychology (O&HF) Placement I,North Terrace Campus,Semester 1,2019
PSYCHOL 7341,Master of Psychology (O&HF) Placement I,North Terrace Campus,Winter,2019
PSYCHOL 7343,Master of Psychology (O&HF) Placement III,North Terrace Campus,Semester 1,2019
PSYCHOL 7343,Master of Psychology (O&HF) Placement III,North Terrace Campus,Summer,2019
PSYCHOL 7343,Master of Psychology (O&HF) Placement III,North Terrace Campus,Winter,2019
PSYCHOL 7343,Master of Psychology (O&HF) Placement III,North Terrace Campus,Semester 2,2019
PSYCHOL 7344,Research Project in (O&HF) Psychology I,North Terrace Campus,Semester 1,2019
PSYCHOL 7344,Research Project in (O&HF) Psychology I,North Terrace Campus,Semester 2,2019
PSYCHOL 7345,Research Project in (O&HF) Psychology II,North Terrace Campus,Semester 1,2019
PSYCHOL 7345,Research Project in (O&HF) Psychology II,North Terrace Campus,Semester 2,2019
PSYCHOL 7412,MClinPsych(Defence) Placement I,North Terrace Campus,Summer,2019
PSYCHOL 7412,MClinPsych(Defence) Placement I,North Terrace Campus,Semester 1,2019
PSYCHOL 7412,MClinPsych(Defence) Placement I,North Terrace Campus,Semester 2,2019
PSYCHOL 7412,MClinPsych(Defence) Placement I,North Terrace Campus,Winter,2019
PSYCHOL 7413,MClinPsych (Defence) Placement II,North Terrace Campus,Summer,2019
PSYCHOL 7413,MClinPsych (Defence) Placement II,North Terrace Campus,Winter,2019
PSYCHOL 7413,MClinPsych (Defence) Placement II,North Terrace Campus,Semester 2,2019
PSYCHOL 7413,MClinPsych (Defence) Placement II,North Terrace Campus,Semester 1,2019
PSYCHOL 7417,MClinPsych (Defence) Placement III,North Terrace Campus,Winter,2019
PSYCHOL 7417,MClinPsych (Defence) Placement III,North Terrace Campus,Semester 2,2019
PSYCHOL 7417,MClinPsych (Defence) Placement III,North Terrace Campus,Semester 1,2019
PSYCHOL 7417,MClinPsych (Defence) Placement III,North Terrace Campus,Summer,2019
PSYCHOL 7418,MClinPsych (Defence) Res Project I,North Terrace Campus,Semester 2,2019
PSYCHOL 7418,MClinPsych (Defence) Res Project I,North Terrace Campus,Semester 1,2019
PSYCHOL 7419,MClinPsych (Defence) Res Project II,North Terrace Campus,Semester 2,2019
PSYCHOL 7419,MClinPsych (Defence) Res Project II,North Terrace Campus,Semester 1,2019
PSYCHOL 7130,Evidence-based Practice,North Terrace Campus,Summer,2018
PSYCHOL 7131,Interviewing & Intervention,North Terrace Campus,Semester 1,2018
PSYCHOL 7131,Interviewing & Intervention,North Terrace Campus,Summer,2018
PSYCHOL 7132,Psychological Assessment,North Terrace Campus,Semester 1,2018
PSYCHOL 7133,Abnormal Psychology,North Terrace Campus,Semester 1,2018
PSYCHOL 7134,Health Psychology,North Terrace Campus,Semester 2,2018
PSYCHOL 7135,Clinical Neuropsychology & Disability,North Terrace Campus,Semester 1,2018
PSYCHOL 7136,Advanced Child & Adult Intervention,North Terrace Campus,Semester 2,2018
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Semester 1,2018
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Semester 2,2018
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Summer,2018
PSYCHOL 7140,Master of Psychology (Clinical) Placement II,North Terrace Campus,Winter,2018
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Summer,2018
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Semester 2,2018
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Semester 1,2018
PSYCHOL 7141,Master of Psychology (Clinical) Placement I,North Terrace Campus,Winter,2018
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Winter,2018
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Summer,2018
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Semester 1,2018
PSYCHOL 7143,Master of Psychology (Clinical) Placement III,North Terrace Campus,Semester 2,2018
PSYCHOL 7144,Research Project in Clinical Psychology I,North Terrace Campus,Semester 2,2018
PSYCHOL 7144,Research Project in Clinical Psychology I,North Terrace Campus,Semester 1,2018
PSYCHOL 7145,Research Project in Clinical Psychology II,North Terrace Campus,Semester 2,2018
PSYCHOL 7145,Research Project in Clinical Psychology II,North Terrace Campus,Semester 1,2018
PSYCHOL 7230,Evidence-based Practice,North Terrace Campus,Summer,2018
PSYCHOL 7231,Interviewing & Intervention,North Terrace Campus,Semester 1,2018
PSYCHOL 7231,Interviewing & Intervention,North Terrace Campus,Summer,2018
PSYCHOL 7232,Psychological Assessment,North Terrace Campus,Semester 1,2018
PSYCHOL 7233,Abnormal Psychology,North Terrace Campus,Semester 1,2018
PSYCHOL 7234,Health Psychology,North Terrace Campus,Semester 2,2018
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Semester 1,2018
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Winter,2018
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Summer,2018
PSYCHOL 7240,Master of Psychology (Health) Placement II,North Terrace Campus,Semester 2,2018
