course_name,course_code,meta,meta_second
Positive Leadership Development,MGMT90173,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Construction Law in the Middle East,LAWS90146,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Human Rights and Universality,LAWS90045,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Professional Learning Capstone (Prim),EDUC91009,Not offered in 2020,"Graduate coursework, 25 credit points "
Managing People for High Performance,BUSA90395,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Marketing for Entrepreneurs,MKTG90025,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Linear Systems Theory,ELEN90027,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Lie Algebras,MAST90132,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Shareholders' Rights and Remedies,LAWS70193,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Human Rights and Global Justice,LAWS90160,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Performance Research Approaches 2,DNCE90006,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Special Study in Journalism,JOUR90007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Biodiversity Law,LAWS90147,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Performance Approaches B,THTR60004,Not offered in 2020,"Graduate coursework Level 6, 12.5 credit points "
Infancy: Family and Social Context,PSYT90030,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Geodynamics,GEOL90035,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Creative Arts Therapies Practice 3,CREA90013,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Air Quality Monitoring,EVSC90033,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Structuring Emergency Disease Responses,VETS90091,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Construction Industry and Environment,ABPL90310,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Urban Precinct Studio,ABPL30052,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Event Management Law,LAWS70065,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Developing Countries and the WTO,LAWS70169,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
United States Sports Law,LAWS70165,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Young Adult Fiction,CWRI90009,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Rights and Freedoms in Malaysia,LAWS90135,Not offered in 2020,"Graduate coursework, 12.5 credit points "
International Investment Law,LAWS50091,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
"Appropriation, Art and the Law",LAWS90083,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Screen Theory,SCRN90009,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Global Constitutionalism,LAWS70448,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Cultural Tourism in Southeast Asia,ANTH30017,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Law of Elections,LAWS90038,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Regulation of Securities Markets,LAWS70328,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Coastal Landforms and Management,GEOG90024,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Geographic Information Systems,GEOG90023,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Transnat'l Corporations: Rights & Duties,LAWS90053,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Global Issues in Indigenous Governance,PPMN90054,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Macroeconomic Techniques,ECON40005,Not offered in 2020,"Honours, 12.5 credit points "
Current Issues in Administrative Law,LAWS70201,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
English in Social Interaction,LING90036,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Surgery, Dentistry and Anaesthesia",VETS90112,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Motivating & Managing Performance,BUSA90477,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Taxation of Small and Medium Enterprises,LAWS70049,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Diagnostics and Therapeutics,VETS90114,Not offered in 2020,"Graduate coursework, 12.5 credit points "
GSHSS Advanced Special Study,MULT90028,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law of Treaties,LAWS70456,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Performance Projects B,THTR60006,Not offered in 2020,"Graduate coursework Level 6, 25 credit points "
Auditory and Visual Processing,ELEN90071,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Special Reading Topics in Economics 2,ECON90054,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Disease Investigation at Farm Level,VETS90092,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Islamic Law and Politics in Asia,LAWS70105,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Managing People for High Performance,BUSA90225,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Genocide, State Crime and the Law",CRIM90007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Creating from the Single Staff Score,MUSI30254,Not offered in 2020,"Undergraduate Level 3, 6.25 credit points "
The Corporation and the Gig-Economy,ANTH30021,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Professional Learning Capstone (EC),EDUC91005,Not offered in 2020,"Graduate coursework, 25 credit points "
International Criminal Law and Justice,LAWS70303,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Constitutional Rights and Freedoms,LAWS90013,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Perspectives on Childhood and Youth,EDUC90842,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Discrete and Network Optimisation,ELEN90087,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Digital: Craft, Design and Make",ABPL90373,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Entertainment Law,LAWS70273,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Managing Creative Content,AMGT90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Research Methods,ACCT90022,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Pop Song Writing,MUSI30080,Not offered in 2020,"Undergraduate Level 3, 6.25 credit points "
"Not-for-Profits, Law and the State",LAWS90055,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Reimagining Human Rights Law,LAWS90049,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Digital Marketing,MKTG90019,Not offered in 2020,"Graduate coursework, 6.25 credit points "
"Conflict, Security and Development",MULT90058,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Environmental Compliance and Enforcement,LAWS90089,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Cancer across the Lifespan,MEDI90096,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Vectorborne & Wildlife Reservoir Disease,VETS90088,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Construction Cost Planning and Economics,ABPL30056,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
The Architecture of Wishful Thinking,ABPL90124,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Science in Schools,EDUC90839,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law and Indigenous Peoples,LAWS90008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Surgery, Society and Professionalism",SURG90030,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law of the Sea,LAWS70398,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Contemporary Environmental Issues A,ENST90022,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Mathematical Statistical Mechanics,MAST90060,Not offered in 2020,"Graduate coursework, 12.5 credit points "
International Environmental Law,LAWS50133,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
International Refugee Law:Refugee Rights,LAWS70394,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Consumer Protection Law And Policy,LAWS50085,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Understanding the Gulf States,ISLM90015,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Disability Human Rights Law,LAWS90087,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Human Rights: From Morality to Law,LAWS70454,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Animal Law,LAWS50122,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Applied concepts in Acute&Critical Care,NURS90007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Special Topics in Economics 1,ECON90066,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Corporate Tax B,LAWS70008,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Financial Economics,ECON40015,Not offered in 2020,"Honours, 12.5 credit points "
Market Leadership & Strategic Marketing,MKTG90020,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Esports and the Law,LAWS90157,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Governing Challenges 1,PADM90011,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Humanitarian Construction,ABPL90277,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Writing,MECM30008,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Museology in Florence,AHIS40020,Not offered in 2020,"Honours, 12.5 credit points "
Australian Coal Basins,GEOL90036,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Intro to Human Genetics & Genomics,GENE90023,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Engineering Project,ENGR90027,Not offered in 2020,"Graduate coursework, 25 credit points "
Leadership Project,MGMT90260,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Development, Labour and Human Rights",LAWS90018,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Italian Language for Opera 3,MUSI90170,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Principles of Corporate Law,LAWS70107,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Human Rights Lawyering,LAWS50069,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Marketing,BUSA90246,Not offered in 2020,"Graduate coursework, 12.5 credit points "
ASEAN and Southeast Asian Regionalism,POLS90044,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Design Research,ABPL90305,Not offered in 2020,"Graduate coursework, 12.5 credit points "
EU Competition Law,LAWS90090,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Dynamical Meteorology,ATOC90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Methods: Differential Equations,MAST90064,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Comparative Foreign Affairs Law,LAWS90084,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Continuum Mechanics,MAST90113,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Energy Resources in Emerging Markets,LAWS90020,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Contemporary Classroom Research,EDUC90736,Not offered in 2020,"Graduate coursework, 25 credit points "
Tax Administration,LAWS90130,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Studying Contemporary Art Overseas,AHIS40022,Not offered in 2020,"Honours, 25 credit points "
Issues in Technology,ABPL90328,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Ensemble 4.2,MUSI40045,Not offered in 2020,"Honours, 6.25 credit points "
English in a Globalised World,LING90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Commercial Law In Asia,LAWS50088,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
German Language for Opera 2,MUSI90186,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Contemporary Chinese Law and Practice,LAWS70351,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Caretaking Rivers for the Community,NRMT90031,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Introduction to Data Analytics,MGMT90215,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Social Media and Change,MECM90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Euripides, Seneca, and Mythmaking",ANCW40001,Not offered in 2020,"Honours, 12.5 credit points "
Applied Physiology for Musicians,MUSI90145,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Auditing Research,ACCT90021,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Constitutional Problems in Comparison,LAWS70411,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
International Public Management,PPMN90051,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Comparative Superannuation Law,LAWS90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Healthy Employment Centres Studio,ABPL90088,Not offered in 2020,"Graduate coursework, 25 credit points "
Current Issues in Accounting,ACCT90034,Not offered in 2020,"Graduate coursework, 12.5 credit points "
The Future of Leadership,MGMT90217,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Property Law and the City,LAWS90134,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Not for Profits and the Law,LAWS90077,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Europe and Asia: Competing Hegemons?,POLS90017,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Principal Study 4.2,MUSI40044,Not offered in 2020,"Honours, 25 credit points "
Advanced Topics in Genetics,GENE90018,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Thinking like an Entrepreneur,BUSA90086,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Anthropology of Urban Life and Conflict,ANTH30020,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Government Today 1,PPMN90045,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Bad Science,HPSC10004,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
